Package 	Item 	Title 	csv 	doc
MASS	Melanoma	Survival from Malignant Melanoma	CSV	DOC
MASS	OME	Tests of Auditory Perception in Children with OME	CSV	DOC
MASS	Pima.te	Diabetes in Pima Indian Women	CSV	DOC
MASS	Pima.tr	Diabetes in Pima Indian Women	CSV	DOC
MASS	Pima.tr2	Diabetes in Pima Indian Women	CSV	DOC
MASS	Rabbit	Blood Pressure in Rabbits	CSV	DOC
MASS	Rubber	Accelerated Testing of Tyre Rubber	CSV	DOC
MASS	SP500	Returns of the Standard and Poors 500	CSV	DOC
MASS	Sitka	Growth Curves for Sitka Spruce Trees in 1988	CSV	DOC
MASS	Sitka89	Growth Curves for Sitka Spruce Trees in 1989	CSV	DOC
MASS	Skye	AFM Compositions of Aphyric Skye Lavas	CSV	DOC
MASS	Traffic	Effect of Swedish Speed Limits on Accidents	CSV	DOC
MASS	UScereal	Nutritional and Marketing Information on US Cereals	CSV	DOC
MASS	UScrime	The Effect of Punishment Regimes on Crime Rates	CSV	DOC
MASS	VA	Veteran's Administration Lung Cancer Trial	CSV	DOC
MASS	abbey	Determinations of Nickel Content	CSV	DOC
MASS	accdeaths	Accidental Deaths in the US 1973-1978	CSV	DOC
MASS	anorexia	Anorexia Data on Weight Change	CSV	DOC
MASS	bacteria	Presence of Bacteria after Drug Treatments	CSV	DOC
MASS	beav1	Body Temperature Series of Beaver 1	CSV	DOC
MASS	beav2	Body Temperature Series of Beaver 2	CSV	DOC
MASS	biopsy	Biopsy Data on Breast Cancer Patients	CSV	DOC
MASS	birthwt	Risk Factors Associated with Low Infant Birth Weight	CSV	DOC
MASS	cabbages	Data from a cabbage field trial	CSV	DOC
MASS	caith	Colours of Eyes and Hair of People in Caithness	CSV	DOC
MASS	cats	Anatomical Data from Domestic Cats	CSV	DOC
MASS	cement	Heat Evolved by Setting Cements	CSV	DOC
MASS	chem	Copper in Wholemeal Flour	CSV	DOC
MASS	coop	Co-operative Trial in Analytical Chemistry	CSV	DOC
MASS	cpus	Performance of Computer CPUs	CSV	DOC
MASS	crabs	Morphological Measurements on Leptograpsus Crabs	CSV	DOC
MASS	deaths	Monthly Deaths from Lung Diseases in the UK	CSV	DOC
MASS	drivers	Deaths of Car Drivers in Great Britain 1969-84	CSV	DOC
MASS	eagles	Foraging Ecology of Bald Eagles	CSV	DOC
MASS	epil	Seizure Counts for Epileptics	CSV	DOC
MASS	farms	Ecological Factors in Farm Management	CSV	DOC
MASS	fgl	Measurements of Forensic Glass Fragments	CSV	DOC
MASS	forbes	Forbes' Data on Boiling Points in the Alps	CSV	DOC
MASS	galaxies	Velocities for 82 Galaxies	CSV	DOC
MASS	gehan	Remission Times of Leukaemia Patients	CSV	DOC
MASS	genotype	Rat Genotype Data	CSV	DOC
MASS	geyser	Old Faithful Geyser Data	CSV	DOC
MASS	gilgais	Line Transect of Soil in Gilgai Territory	CSV	DOC
MASS	hills	Record Times in Scottish Hill Races	CSV	DOC
MASS	housing	Frequency Table from a Copenhagen Housing Conditions Survey	CSV	DOC
MASS	immer	Yields from a Barley Field Trial	CSV	DOC
MASS	leuk	Survival Times and White Blood Counts for Leukaemia Patients	CSV	DOC
MASS	mammals	Brain and Body Weights for 62 Species of Land Mammals	CSV	DOC
MASS	mcycle	Data from a Simulated Motorcycle Accident	CSV	DOC
MASS	menarche	Age of Menarche in Warsaw	CSV	DOC
MASS	michelson	Michelson's Speed of Light Data	CSV	DOC
MASS	minn38	Minnesota High School Graduates of 1938	CSV	DOC
MASS	motors	Accelerated Life Testing of Motorettes	CSV	DOC
MASS	muscle	Effect of Calcium Chloride on Muscle Contraction in Rat Hearts	CSV	DOC
MASS	newcomb	Newcomb's Measurements of the Passage Time of Light	CSV	DOC
MASS	nlschools	Eighth-Grade Pupils in the Netherlands	CSV	DOC
MASS	npk	Classical N, P, K Factorial Experiment	CSV	DOC
MASS	npr1	US Naval Petroleum Reserve No. 1 data	CSV	DOC
MASS	oats	Data from an Oats Field Trial	CSV	DOC
MASS	painters	The Painter's Data of de Piles	CSV	DOC
MASS	petrol	N. L. Prater's Petrol Refinery Data	CSV	DOC
MASS	quine	Absenteeism from School in Rural New South Wales	CSV	DOC
MASS	road	Road Accident Deaths in US States	CSV	DOC
MASS	rotifer	Numbers of Rotifers by Fluid Density	CSV	DOC
MASS	ships	Ships Damage Data	CSV	DOC
MASS	shrimp	Percentage of Shrimp in Shrimp Cocktail	CSV	DOC
MASS	shuttle	Space Shuttle Autolander Problem	CSV	DOC
MASS	snails	Snail Mortality Data	CSV	DOC
MASS	steam	The Saturated Steam Pressure Data	CSV	DOC
MASS	stormer	The Stormer Viscometer Data	CSV	DOC
MASS	survey	Student Survey Data	CSV	DOC
MASS	synth.te	Synthetic Classification Problem	CSV	DOC
MASS	synth.tr	Synthetic Classification Problem	CSV	DOC
MASS	topo	Spatial Topographic Data	CSV	DOC
MASS	waders	Counts of Waders at 15 Sites in South Africa	CSV	DOC
MASS	whiteside	House Insulation: Whiteside's Data	CSV	DOC
MASS	wtloss	Weight Loss Data from an Obese Patient	CSV	DOC
plm	Cigar	Cigarette Consumption	CSV	DOC
plm	Crime	Crime in North Carolina	CSV	DOC
plm	EmplUK	Employment and Wages in the United Kingdom	CSV	DOC
plm	Gasoline	Gasoline Consumption	CSV	DOC
plm	Grunfeld	Grunfeld's Investment Data	CSV	DOC
plm	Hedonic	Hedonic Prices of Census Tracts in the Boston Area	CSV	DOC
plm	LaborSupply	Wages and Hours Worked	CSV	DOC
plm	Males	Wages and Education of Young Males	CSV	DOC
plm	Produc	US States Production	CSV	DOC
plm	Snmesp	Employment and Wages in Spain	CSV	DOC
plm	SumHes	The Penn World Table, v. 5	CSV	DOC
plm	Wages	Panel Data of Individual Wages	CSV	DOC
plyr	baseball	Yearly batting records for all major league baseball players	CSV	DOC
pscl	AustralianElectionPolling	Political opinion polls in Australia, 2004-07	CSV	DOC
pscl	AustralianElections	elections to Australian House of Representatives, 1949-2007	CSV	DOC
pscl	EfronMorris	Batting Averages for 18 major league baseball players, 1970	CSV	DOC
pscl	RockTheVote	Voter turnout experiment, using Rock The Vote ads	CSV	DOC
pscl	UKHouseOfCommons	1992 United Kingdom electoral returns	CSV	DOC
pscl	absentee	Absentee and Machine Ballots in Pennsylvania State Senate Races	CSV	DOC
pscl	admit	Applications to a Political Science PhD Program	CSV	DOC
pscl	bioChemists	article production by graduate students in biochemistry Ph.D. programs	CSV	DOC
pscl	ca2006	California Congressional Districts in 2006	CSV	DOC
pscl	iraqVote	U.S. Senate vote on the use of force against Iraq, 2002.	CSV	DOC
pscl	politicalInformation	Interviewer ratings of respondent levels of political information	CSV	DOC
pscl	presidentialElections	elections for U.S. President, 1932-2008, by state	CSV	DOC
pscl	prussian	Prussian army horse kick data	CSV	DOC
pscl	unionDensity	cross national rates of trade union density	CSV	DOC
pscl	vote92	Reports of voting in the 1992 U.S. Presidential election.	CSV	DOC
reshape2	french_fries	Sensory data from a french fries experiment.	CSV	DOC
reshape2	smiths	Demo data describing the Smiths.	CSV	DOC
reshape2	tips	Tipping data	CSV	DOC
rpart	car.test.frame	Automobile Data from 'Consumer Reports' 1990	CSV	DOC
rpart	car90	Automobile Data from 'Consumer Reports' 1990	CSV	DOC
rpart	cu.summary	Automobile Data from 'Consumer Reports' 1990	CSV	DOC
rpart	kyphosis	Data on Children who have had Corrective Spinal Surgery	CSV	DOC
rpart	solder	Soldering of Components on Printed-Circuit Boards	CSV	DOC
rpart	stagec	Stage C Prostate Cancer	CSV	DOC
sandwich	PublicSchools	US Expenditures for Public Schools	CSV	DOC
sem	Bollen	Bollen's Data on Industrialization and Political Democracy	CSV	DOC
sem	CNES	Variables from the 1997 Canadian National Election Study	CSV	DOC
sem	Klein	Klein's Data on the U. S. Economy	CSV	DOC
sem	Kmenta	Partly Artificial Data on the U. S. Economy	CSV	DOC
sem	Tests	Six Mental Tests	CSV	DOC
survival	bladder	Bladder Cancer Recurrences	CSV	DOC
survival	cancer	NCCTG Lung Cancer Data	CSV	DOC
survival	cgd	Chronic Granulotomous Disease data	CSV	DOC
survival	colon	Chemotherapy for Stage B/C colon cancer	CSV	DOC
survival	flchain	Assay of serum free light chain for 7874 subjects.	CSV	DOC
survival	heart	Stanford Heart Transplant data	CSV	DOC
survival	kidney	Kidney catheter data	CSV	DOC
survival	leukemia	Acute Myelogenous Leukemia survival data	CSV	DOC
survival	logan	Data from the 1972-78 GSS data used by Logan	CSV	DOC
survival	lung	NCCTG Lung Cancer Data	CSV	DOC
survival	mgus	Monoclonal gammapothy data	CSV	DOC
survival	nwtco	Data from the National Wilm's Tumor Study	CSV	DOC
survival	ovarian	Ovarian Cancer Survival Data	CSV	DOC
survival	pbc	Mayo Clinic Primary Biliary Cirrhosis Data	CSV	DOC
survival	rats	Rat treatment data from Mantel et al	CSV	DOC
survival	stanford2	More Stanford Heart Transplant data	CSV	DOC
survival	tobin	Tobin's Tobit data	CSV	DOC
survival	veteran	Veterans' Administration Lung Cancer study	CSV	DOC
vcd	Arthritis	Arthritis Treatment Data	CSV	DOC
vcd	Baseball	Baseball Data	CSV	DOC
vcd	BrokenMarriage	Broken Marriage Data	CSV	DOC
vcd	Bundesliga	Ergebnisse der Fussball-Bundesliga	CSV	DOC
vcd	Bundestag2005	Votes in German Bundestag Election 2005	CSV	DOC
vcd	Butterfly	Butterfly Species in Malaya	CSV	DOC
vcd	CoalMiners	Breathlessness and Wheeze in Coal Miners	CSV	DOC
vcd	DanishWelfare	Danish Welfare Study Data	CSV	DOC
vcd	Employment	Employment Status	CSV	DOC
vcd	Federalist	'May' in Federalist Papers	CSV	DOC
vcd	Hitters	Hitters Data	CSV	DOC
vcd	HorseKicks	Death by Horse Kicks	CSV	DOC
vcd	Hospital	Hospital data	CSV	DOC
vcd	JobSatisfaction	Job Satisfaction Data	CSV	DOC
vcd	JointSports	Opinions About Joint Sports	CSV	DOC
vcd	Lifeboats	Lifeboats on the Titanic	CSV	DOC
vcd	NonResponse	Non-Response Survey Data	CSV	DOC
vcd	OvaryCancer	Ovary Cancer Data	CSV	DOC
vcd	PreSex	Pre-marital Sex and Divorce	CSV	DOC
vcd	Punishment	Corporal Punishment Data	CSV	DOC
vcd	RepVict	Repeat Victimization Data	CSV	DOC
vcd	Saxony	Families in Saxony	CSV	DOC
vcd	SexualFun	Sex is Fun	CSV	DOC
vcd	SpaceShuttle	Space Shuttle O-ring Failures	CSV	DOC
vcd	Suicide	Suicide Rates in Germany	CSV	DOC
vcd	Trucks	Truck Accidents Data	CSV	DOC
vcd	UKSoccer	UK Soccer Scores	CSV	DOC
vcd	VisualAcuity	Visual Acuity in Left and Right Eyes	CSV	DOC
vcd	VonBort	Von Bortkiewicz Horse Kicks Data	CSV	DOC
vcd	WeldonDice	Weldon's Dice Data	CSV	DOC
vcd	WomenQueue	Women in Queues	CSV	DOC
Zelig	MatchIt.url	Table of links for Zelig	CSV	DOC
Zelig	PErisk	Political Economic Risk Data from 62 Countries in 1987	CSV	DOC
Zelig	SupremeCourt	U.S. Supreme Court Vote Matrix	CSV	DOC
Zelig	Weimar	1932 Weimar election data	CSV	DOC
Zelig	Zelig.url	Table of links for Zelig	CSV	DOC
Zelig	approval	U.S. Presidential Approval Data	CSV	DOC
Zelig	bivariate	Sample data for bivariate probit regression	CSV	DOC
Zelig	coalition	Coalition Dissolution in Parliamentary Democracies	CSV	DOC
Zelig	coalition2	Coalition Dissolution in Parliamentary Democracies, Modified Version	CSV	DOC
Zelig	eidat	Simulation Data for Ecological Inference	CSV	DOC
Zelig	free1	Freedom of Speech Data	CSV	DOC
Zelig	free2	Freedom of Speech Data	CSV	DOC
Zelig	friendship	Simulated Example of Schoolchildren Friendship Network	CSV	DOC
Zelig	grunfeld	Simulation Data for model Seemingly Unrelated Regression (sur) that corresponds to method SUR of systemfit	CSV	DOC
Zelig	hoff	Social Security Expenditure Data	CSV	DOC
Zelig	homerun	Sample Data on Home Runs Hit By Mark McGwire and Sammy Sosa in 1998.	CSV	DOC
Zelig	immi1	Individual Preferences Over Immigration Policy	CSV	DOC
Zelig	immi2	Individual Preferences Over Immigration Policy	CSV	DOC
Zelig	immi3	Individual Preferences Over Immigration Policy	CSV	DOC
Zelig	immi4	Individual Preferences Over Immigration Policy	CSV	DOC
Zelig	immi5	Individual Preferences Over Immigration Policy	CSV	DOC
Zelig	immigration	Individual Preferences Over Immigration Policy	CSV	DOC
Zelig	klein	Simulation Data for model Two-Stage Least Square (twosls) that corresponds to method 2SLS of systemfit	CSV	DOC
Zelig	kmenta	Simulation Data for model Three-Stage Least Square (threesls) that corresponds to method 3SLS of systemfit	CSV	DOC
Zelig	macro	Macroeconomic Data	CSV	DOC
Zelig	mexico	Voting Data from the 1988 Mexican Presidental Election	CSV	DOC
Zelig	mid	Militarized Interstate Disputes	CSV	DOC
Zelig	newpainters	The Discretized Painter's Data of de Piles	CSV	DOC
Zelig	sanction	Multilateral Economic Sanctions	CSV	DOC
Zelig	sna.ex	Simulated Example of Social Network Data	CSV	DOC
Zelig	swiss	Swiss Fertility and Socioeconomic Indicators (1888) Data	CSV	DOC
Zelig	tobin	Tobin's Tobit Data	CSV	DOC
Zelig	turnout	Turnout Data Set from the National Election Survey	CSV	DOC
Zelig	voteincome	Sample Turnout and Demographic Data from the 2000 Current Population Survey	CSV	DOC
HSAUR	BCG	BCG Vaccine Data	CSV	DOC
HSAUR	BtheB	Beat the Blues Data	CSV	DOC
HSAUR	CYGOB1	CYG OB1 Star Cluster Data	CSV	DOC
HSAUR	Forbes2000	The Forbes 2000 Ranking of the World's Biggest Companies (Year 2004)	CSV	DOC
HSAUR	GHQ	General Health Questionnaire	CSV	DOC
HSAUR	Lanza	Prevention of Gastointestinal Damages	CSV	DOC
HSAUR	agefat	Total Body Composision Data	CSV	DOC
HSAUR	aspirin	Aspirin Data	CSV	DOC
HSAUR	birthdeathrates	Birth and Death Rates Data	CSV	DOC
HSAUR	bladdercancer	Bladder Cancer Data	CSV	DOC
HSAUR	clouds	Cloud Seeding Data	CSV	DOC
HSAUR	epilepsy	Epilepsy Data	CSV	DOC
HSAUR	foster	Foster Feeding Experiment	CSV	DOC
HSAUR	heptathlon	Olympic Heptathlon Seoul 1988	CSV	DOC
HSAUR	mastectomy	Survival Times after Mastectomy of Breast Cancer Patients	CSV	DOC
HSAUR	meteo	Meteorological Measurements for 11 Years	CSV	DOC
HSAUR	orallesions	Oral Lesions in Rural India	CSV	DOC
HSAUR	phosphate	Phosphate Level Data	CSV	DOC
HSAUR	pistonrings	Piston Rings Failures	CSV	DOC
HSAUR	planets	Exoplanets Data	CSV	DOC
HSAUR	plasma	Blood Screening Data	CSV	DOC
HSAUR	polyps	Familial Andenomatous Polyposis	CSV	DOC
HSAUR	polyps3	Familial Andenomatous Polyposis	CSV	DOC
HSAUR	pottery	Romano-British Pottery Data	CSV	DOC
HSAUR	rearrests	Rearrests of Juvenile Felons	CSV	DOC
HSAUR	respiratory	Respiratory Illness Data	CSV	DOC
HSAUR	roomwidth	Students Estimates of Lecture Room Width	CSV	DOC
HSAUR	schizophrenia	Age of Onset of Schizophrenia Data	CSV	DOC
HSAUR	schizophrenia2	Schizophrenia Data	CSV	DOC
HSAUR	schooldays	Days not Spent at School	CSV	DOC
HSAUR	skulls	Egyptian Skulls	CSV	DOC
HSAUR	smoking	Nicotine Gum and Smoking Cessation	CSV	DOC
HSAUR	students	Student Risk Taking	CSV	DOC
HSAUR	suicides	Crowd Baiting Behaviour and Suicides	CSV	DOC
HSAUR	toothpaste	Toothpaste Data	CSV	DOC
HSAUR	voting	House of Representatives Voting Data	CSV	DOC
HSAUR	water	Mortality and Water Hardness	CSV	DOC
HSAUR	watervoles	Water Voles Data	CSV	DOC
HSAUR	waves	Electricity from Wave Power at Sea	CSV	DOC
HSAUR	weightgain	Gain in Weight of Rats	CSV	DOC
HSAUR	womensrole	Womens Role in Society	CSV	DOC
psych	Bechtoldt	Seven data sets showing a bifactor solution.	CSV	DOC
psych	Bechtoldt.1	Seven data sets showing a bifactor solution.	CSV	DOC
psych	Bechtoldt.2	Seven data sets showing a bifactor solution.	CSV	DOC
psych	Dwyer	8 cognitive variables used by Dwyer for an example.	CSV	DOC
psych	Gleser	Example data from Gleser, Cronbach and Rajaratnam (1965) to show basic principles of generalizability theory.	CSV	DOC
psych	Gorsuch	Example data set from Gorsuch (1997) for an example factor extension.	CSV	DOC
psych	Harman.5	5 socio-economic variables from Harman (1967)	CSV	DOC
psych	Harman.8	Correlations of eight physical variables (from Harman, 1966)	CSV	DOC
psych	Harman.political	Eight political variables used by Harman (1967) as example 8.17	CSV	DOC
psych	Holzinger	Seven data sets showing a bifactor solution.	CSV	DOC
psych	Holzinger.9	Seven data sets showing a bifactor solution.	CSV	DOC
psych	Reise	Seven data sets showing a bifactor solution.	CSV	DOC
psych	Schmid	12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation	CSV	DOC
psych	Thurstone	Seven data sets showing a bifactor solution.	CSV	DOC
psych	Thurstone.33	Seven data sets showing a bifactor solution.	CSV	DOC
psych	Tucker	9 Cognitive variables discussed by Tucker and Lewis (1973)	CSV	DOC
psych	ability	16 ability items scored as correct or incorrect.	CSV	DOC
psych	affect	Two data sets of affect and arousal scores as a function of personality and movie conditions	CSV	DOC
psych	bfi	25 Personality items representing 5 factors	CSV	DOC
psych	bfi.dictionary	25 Personality items representing 5 factors	CSV	DOC
psych	blot	Bond's Logical Operations Test - BLOT	CSV	DOC
psych	burt	11 emotional variables from Burt (1915)	CSV	DOC
psych	cities	Distances between 11 US cities	CSV	DOC
psych	cubits	Galton's example of the relationship between height and 'cubit' or forearm length	CSV	DOC
psych	cushny	A data set from Cushny and Peebles (1905) on the effect of three drugs on hours of sleep, used by Student (1908)	CSV	DOC
psych	epi	Eysenck Personality Inventory (EPI) data for 3570 participants	CSV	DOC
psych	epi.bfi	13 personality scales from the Eysenck Personality Inventory and Big 5 inventory	CSV	DOC
psych	epi.dictionary	Eysenck Personality Inventory (EPI) data for 3570 participants	CSV	DOC
psych	galton	Galton's Mid parent child height data	CSV	DOC
psych	heights	A data.frame of the Galton (1888) height and cubit data set.	CSV	DOC
psych	income	US family income from US census 2008	CSV	DOC
psych	iqitems	16 multiple choice IQ items	CSV	DOC
psych	msq	75 mood items from the Motivational State Questionnaire for 3896 participants	CSV	DOC
psych	neo	NEO correlation matrix from the NEO_PI_R manual	CSV	DOC
psych	peas	Galton's Peas	CSV	DOC
psych	sat.act	3 Measures of ability: SATV, SATQ, ACT	CSV	DOC
psych	withinBetween	An example of the distinction between within group and between group correlations	CSV	DOC
quantreg	Bosco	Boscovich Data	CSV	DOC
quantreg	CobarOre	Cobar Ore data	CSV	DOC
quantreg	Mammals	Garland(1983) Data on Running Speed of Mammals	CSV	DOC
quantreg	barro	Barro Data	CSV	DOC
quantreg	engel	Engel Data	CSV	DOC
quantreg	uis	UIS Drug Treatment study data	CSV	DOC
geepack	dietox	Growth curves of pigs in a 3x3 factorial experiment	CSV	DOC
geepack	koch	Ordinal Data from Koch	CSV	DOC
geepack	ohio	Ohio Children Wheeze Status	CSV	DOC
geepack	respdis	Clustered Ordinal Respiratory Disorder	CSV	DOC
geepack	respiratory	Data from a clinical trial comparing two treatments for a respiratory illness	CSV	DOC
geepack	seizure	Epiliptic Seizures	CSV	DOC
geepack	sitka89	Growth of Sitka Spruce Trees	CSV	DOC
geepack	spruce	Log-size of 79 Sitka spruce trees	CSV	DOC
texmex	liver	Liver related laboratory data	CSV	DOC
texmex	portpirie	Rain, wavesurge and portpirie datasets.	CSV	DOC
texmex	rain	Rain, wavesurge and portpirie datasets.	CSV	DOC
texmex	summer	Air pollution data, separately for summer and winter months	CSV	DOC
texmex	wavesurge	Rain, wavesurge and portpirie datasets.	CSV	DOC
texmex	winter	Air pollution data, separately for summer and winter months	CSV	DOC
multgee	arthritis	Rheumatoid Arthritis Clinical Trial	CSV	DOC
multgee	housing	Homeless Data	CSV	DOC
